seed,split,model,calibrated,coverage,n,prevalence,brier,ece,auroc,auprc
23,lab_heldout_haib,axis_guard_no_cf,True,0.2,390.0,0.24615384615384617,0.18430120709795086,0.09924402105696523,0.7006802721088435,0.4158593720123541
23,lab_heldout_haib,axis_guard_no_resid,False,1.0,1952.0,0.5122950819672131,0.24804065727578808,0.15563255475956153,0.6796239495798319,0.6230532548684328
23,lab_heldout_haib,axis_guard_no_resid,False,0.8,1562.0,0.4679897567221511,0.24682560457056307,0.1451645699471579,0.6821688964394421,0.5898127846294696
23,lab_heldout_haib,axis_guard_no_resid,False,0.6,1171.0,0.40649017933390263,0.24197629193108683,0.1404259366601273,0.6788918445075871,0.5370981531096387
23,lab_heldout_haib,axis_guard_no_resid,False,0.4,781.0,0.33418693982074266,0.22262410184304157,0.12307798307241151,0.6818376068376067,0.4746655164752557
23,lab_heldout_haib,axis_guard_no_resid,False,0.2,390.0,0.2230769230769231,0.17888548183429173,0.0880096450065955,0.6642388376768711,0.3282824755271513
23,lab_heldout_haib,axis_guard_no_resid,True,1.0,1952.0,0.5122950819672131,0.2423369534322845,0.14064685645439995,0.6796239495798319,0.6230532548684328
23,lab_heldout_haib,axis_guard_no_resid,True,0.8,1562.0,0.4801536491677337,0.24036623876407026,0.1403236641016655,0.69395894909688,0.608068264649978
23,lab_heldout_haib,axis_guard_no_resid,True,0.6,1171.0,0.4210076857386849,0.23475878454360535,0.1252474200835286,0.6944000670149048,0.5621846591748062
23,lab_heldout_haib,axis_guard_no_resid,True,0.4,781.0,0.353393085787452,0.2246694360614811,0.13154350574668885,0.7068589467642417,0.518950310686241
23,lab_heldout_haib,axis_guard_no_resid,True,0.2,390.0,0.24871794871794872,0.1897784939901779,0.10821962973881673,0.7130290982020335,0.4239266365855405
23,lab_heldout_haib,axis_guard_no_adv,False,1.0,1952.0,0.5122950819672131,0.2459848286651382,0.14949973606214415,0.6803844537815127,0.6245958565008383
23,lab_heldout_haib,axis_guard_no_adv,False,0.8,1562.0,0.47183098591549294,0.24420175200595784,0.1415253760014087,0.6868368899305127,0.5978239650188794
23,lab_heldout_haib,axis_guard_no_adv,False,0.6,1171.0,0.40649017933390263,0.23983080891600872,0.13307535145702165,0.6782812405537755,0.5381380219387748
23,lab_heldout_haib,axis_guard_no_adv,False,0.4,781.0,0.3354673495518566,0.22175010067821926,0.11840743057324851,0.6808233684860786,0.4767802411747315
23,lab_heldout_haib,axis_guard_no_adv,False,0.2,390.0,0.23333333333333334,0.18312942529114157,0.08683157853591136,0.6754382741004815,0.35195919474304993
23,lab_heldout_haib,axis_guard_no_adv,True,1.0,1952.0,0.5122950819672131,0.24222203485491156,0.13862017540291685,0.6803844537815127,0.6245958565008383
23,lab_heldout_haib,axis_guard_no_adv,True,0.8,1562.0,0.47823303457106275,0.24013116083583258,0.13569246673290383,0.69307742216309,0.6074653928863407
23,lab_heldout_haib,axis_guard_no_adv,True,0.6,1171.0,0.4227156276686593,0.2351951141816806,0.12450304613794394,0.6952662721893491,0.5655691147238595
23,lab_heldout_haib,axis_guard_no_adv,True,0.4,781.0,0.353393085787452,0.22324432981855566,0.1282762601955705,0.7039460467785909,0.5176634914600359
23,lab_heldout_haib,axis_guard_no_adv,True,0.2,390.0,0.258974358974359,0.19324198458322986,0.11420571100206629,0.7197917023536262,0.43972957131001
23,lab_heldout_haib,axis_guard_full,False,1.0,1952.0,0.5122950819672131,0.2494333335352684,0.15752208461702544,0.6800966386554621,0.6242411103674825
23,lab_heldout_haib,axis_guard_full,False,0.8,1562.0,0.471190781049936,0.24926639023620714,0.15088861825590935,0.686231774397305,0.5966398769108361
23,lab_heldout_haib,axis_guard_full,False,0.6,1171.0,0.4022203245089667,0.2431872409656085,0.14449154118904695,0.673403093721565,0.5296329518906555
23,lab_heldout_haib,axis_guard_full,False,0.4,781.0,0.3380281690140845,0.2247410962346144,0.1333253846841264,0.6870713908915069,0.48645780371379643
23,lab_heldout_haib,axis_guard_full,False,0.2,390.0,0.2153846153846154,0.1734623789402265,0.08245809084902972,0.6395891690009338,0.29405349255556273
23,lab_heldout_haib,axis_guard_full,True,1.0,1952.0,0.5122950819672131,0.24269905211241208,0.1412546691779556,0.6800966386554621,0.6242411103674825
23,lab_heldout_haib,axis_guard_full,True,0.8,1562.0,0.48079385403329067,0.24106094722497606,0.14167152368072414,0.6953507119976489,0.6108174810119704
23,lab_heldout_haib,axis_guard_full,True,0.6,1171.0,0.4227156276686593,0.23596969376482682,0.12797769240522894,0.6960582152889845,0.5661713623316236
23,lab_heldout_haib,axis_guard_full,True,0.4,781.0,0.3495518565941101,0.22267792254278554,0.12696784585929996,0.7025612183092498,0.5143789411522011
23,lab_heldout_haib,axis_guard_full,True,0.2,390.0,0.2641025641025641,0.19264685898241246,0.11207468977617308,0.7268698623185954,0.45626031310459847
