split,model,calibrated,coverage,n,prevalence,brier,ece,auroc,auprc
iid,kmer_metadata_logreg,True,0.2,240.0,0.5416666666666666,0.0730881013344809,0.022291529315076365,0.9323776223776226,0.9394824746498277
assay_heldout_cutrun,gc_artifact_logreg,False,1.0,3000.0,0.5,0.24814543406041784,0.09590691490639125,0.5535531111111112,0.6194316195279393
assay_heldout_cutrun,gc_artifact_logreg,False,0.8,2400.0,0.5329166666666667,0.2476065230668219,0.08685536034804242,0.5780692571066685,0.6619876459556441
assay_heldout_cutrun,gc_artifact_logreg,False,0.6,1800.0,0.5605555555555556,0.24727443646132163,0.11283921529255678,0.6055199788502718,0.7047871616042304
assay_heldout_cutrun,gc_artifact_logreg,False,0.4,1200.0,0.5825,0.2454010302201531,0.15227417337213028,0.6352216882401149,0.7474450664829173
assay_heldout_cutrun,gc_artifact_logreg,False,0.2,600.0,0.5883333333333334,0.24837989386805237,0.18290842438209198,0.6468098771662213,0.7615574481546792
assay_heldout_cutrun,gc_artifact_logreg,True,1.0,3000.0,0.5,0.25079439773178774,0.11393335810980777,0.5535531111111112,0.6194316195279393
assay_heldout_cutrun,gc_artifact_logreg,True,0.8,2400.0,0.5320833333333334,0.25086995819046554,0.11024483287631628,0.5774288720711875,0.6611646761422796
assay_heldout_cutrun,gc_artifact_logreg,True,0.6,1800.0,0.5616666666666666,0.25116806938755554,0.1369534625421705,0.606596137042595,0.7061785070928184
assay_heldout_cutrun,gc_artifact_logreg,True,0.4,1200.0,0.5883333333333334,0.24963904511134374,0.17151441137003678,0.6416473603927011,0.7553718651316972
assay_heldout_cutrun,gc_artifact_logreg,True,0.2,600.0,0.5966666666666667,0.25450256896504214,0.20945841771680904,0.6576423195900087,0.7745185314594876
assay_heldout_cutrun,kmer_logreg,False,1.0,3000.0,0.5,0.28873178385739084,0.25601811187164136,0.7060286666666666,0.7064628440084628
assay_heldout_cutrun,kmer_logreg,False,0.8,2400.0,0.5020833333333333,0.2915729994725832,0.2815708109064299,0.7339283668119237,0.7319376528261334
assay_heldout_cutrun,kmer_logreg,False,0.6,1800.0,0.5055555555555555,0.27182183662217085,0.2676722109897971,0.763346709470305,0.7603737978557441
assay_heldout_cutrun,kmer_logreg,False,0.4,1200.0,0.4975,0.2274113760590122,0.22577894793592965,0.7896683528199316,0.7858675664668777
assay_heldout_cutrun,kmer_logreg,False,0.2,600.0,0.5166666666666667,0.1981526131272276,0.1979310350131058,0.8111401557285872,0.8216226459210574
assay_heldout_cutrun,kmer_logreg,True,1.0,3000.0,0.5,0.2211138988209465,0.05582646141089257,0.7060286666666666,0.7064628440084628
assay_heldout_cutrun,kmer_logreg,True,0.8,2400.0,0.5041666666666667,0.213566127992114,0.06415360918605131,0.734124244739218,0.7328334266215859
assay_heldout_cutrun,kmer_logreg,True,0.6,1800.0,0.5038888888888889,0.2008193791703775,0.06284554137112017,0.7631356711702313,0.7596710126640914
assay_heldout_cutrun,kmer_logreg,True,0.4,1200.0,0.49583333333333335,0.18244909325951997,0.06664127641437037,0.7894173206472671,0.7851967146844251
assay_heldout_cutrun,kmer_logreg,True,0.2,600.0,0.5133333333333333,0.16792483733500646,0.08453157819332124,0.8106264454723359,0.8203986018758427
assay_heldout_cutrun,kmer_metadata_logreg,False,1.0,3000.0,0.5,0.2824807065133513,0.24379921468077842,0.7133648888888889,0.715154427581991
assay_heldout_cutrun,kmer_metadata_logreg,False,0.8,2400.0,0.5033333333333333,0.28768424184625646,0.27763594506802675,0.7400162229432419,0.7405246166483657
assay_heldout_cutrun,kmer_metadata_logreg,False,0.6,1800.0,0.49777777777777776,0.2670958233451174,0.2630756286010505,0.7680052939317319,0.7655268724046786
assay_heldout_cutrun,kmer_metadata_logreg,False,0.4,1200.0,0.4866666666666667,0.22919785545512344,0.22798080542789756,0.7945789227895392,0.7921122849834557
assay_heldout_cutrun,kmer_metadata_logreg,False,0.2,600.0,0.49333333333333335,0.18320095163907663,0.1829911052712649,0.8124222083926032,0.826588989207756
assay_heldout_cutrun,kmer_metadata_logreg,True,1.0,3000.0,0.5,0.21895636905435992,0.05424532357644658,0.7133648888888889,0.715154427581991
assay_heldout_cutrun,kmer_metadata_logreg,True,0.8,2400.0,0.50375,0.2116601624499873,0.06171177870542455,0.740124965362635,0.7407511891147097
assay_heldout_cutrun,kmer_metadata_logreg,True,0.6,1800.0,0.49833333333333335,0.1993231684915107,0.06503443431459295,0.7681221149370795,0.7657883397870914
assay_heldout_cutrun,kmer_metadata_logreg,True,0.4,1200.0,0.48083333333333333,0.1809964140246721,0.06626419907331232,0.7931432577314999,0.7894060745702651
assay_heldout_cutrun,kmer_metadata_logreg,True,0.2,600.0,0.4866666666666667,0.15755795150504262,0.0721865787686938,0.8106764810531935,0.823729048081548
