split,model,calibrated,coverage,n,prevalence,brier,ece,auroc,auprc
assay_heldout_cutrun,kmer_logreg,True,0.8,1105.0,0.2153846153846154,0.2613523553733205,0.2535391373949159,0.2756389753133087,0.14337564462886562
assay_heldout_cutrun,kmer_logreg,True,0.6,829.0,0.2605548854041013,0.2731509862213387,0.226877073860926,0.314799709987312,0.18605325571911724
assay_heldout_cutrun,kmer_logreg,True,0.4,552.0,0.3134057971014493,0.31084434406014605,0.2742427033578586,0.33397898333002884,0.23668579752009136
assay_heldout_cutrun,kmer_logreg,True,0.2,276.0,0.42391304347826086,0.3976643075638322,0.3862335817382483,0.38004622910283287,0.3626612694416062
assay_heldout_cutrun,kmer_metadata_logreg,False,1.0,1381.0,0.18971759594496743,0.47083172661049477,0.4766866541685571,0.2693346704050099,0.12516010532616956
assay_heldout_cutrun,kmer_metadata_logreg,False,0.8,1105.0,0.20271493212669683,0.511365744540798,0.5085550422324107,0.25086650721582615,0.13153766267416236
assay_heldout_cutrun,kmer_metadata_logreg,False,0.6,829.0,0.2255729794933655,0.5428774199479048,0.5428237257911583,0.23702667133123428,0.1455316843643338
assay_heldout_cutrun,kmer_metadata_logreg,False,0.4,552.0,0.27717391304347827,0.5701663781329626,0.5701827176635166,0.24355005159958726,0.18357319889060786
assay_heldout_cutrun,kmer_metadata_logreg,False,0.2,276.0,0.37318840579710144,0.5905523436006157,0.5905555659943126,0.2877265839833886,0.2693135130208785
assay_heldout_cutrun,kmer_metadata_logreg,True,1.0,1381.0,0.18971759594496743,0.2607198972591897,0.28059870667387093,0.2693346704050099,0.12516010532616956
assay_heldout_cutrun,kmer_metadata_logreg,True,0.8,1105.0,0.2153846153846154,0.26351687488831205,0.24988871033355237,0.27688445620462715,0.14436869284876863
assay_heldout_cutrun,kmer_metadata_logreg,True,0.6,829.0,0.25934861278648974,0.27500328072963365,0.22350893371468866,0.31240057571396107,0.1872349945827456
assay_heldout_cutrun,kmer_metadata_logreg,True,0.4,552.0,0.3115942028985507,0.30772424222422307,0.269500392079573,0.3145654834761322,0.22794709029763754
assay_heldout_cutrun,kmer_metadata_logreg,True,0.2,276.0,0.4420289855072464,0.41295552189448786,0.4036965810184447,0.4088247817756014,0.40002635706216705
lab_heldout_henikoff,gc_artifact_logreg,False,1.0,1381.0,0.18971759594496743,0.6035436326435437,0.7206933438848526,0.010166178908376487,0.10474058383785068
lab_heldout_henikoff,gc_artifact_logreg,False,0.8,1105.0,0.21176470588235294,0.6789350639407296,0.7929277948026598,0.005271963653134709,0.11839952971882937
lab_heldout_henikoff,gc_artifact_logreg,False,0.6,829.0,0.24728588661037396,0.7533808634997011,0.8557358728655913,0.003357567229518444,0.1410387009877035
lab_heldout_henikoff,gc_artifact_logreg,False,0.4,552.0,0.2916666666666667,0.8226459804157177,0.9041385696654052,0.0016441359152356656,0.17127275793037533
lab_heldout_henikoff,gc_artifact_logreg,False,0.2,276.0,0.35144927536231885,0.8815227252102289,0.9365978938654628,0.00040315613661234015,0.215165614130843
